instant,dteday,season,year,month,holiday,one_of_week,workingday,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count_cr,category_days,humidity_category,month_name,last_purchase_date,recency
162,2011-06-11,Musim Panas,2011,6,0,Sabtu,0,Cerah,0.725,0.678038,65.45830000000001,0.15485,1729,3237,4966,weekend,Lembab,Juni,2011-06-11,569
163,2011-06-12,Musim Panas,2011,6,0,Minggu,0,Cerah,0.6925,0.643325,74.7917,0.163567,1467,2993,4460,weekend,Lembab,Juni,2011-06-12,568
164,2011-06-13,Musim Panas,2011,6,0,Senin,1,Cerah,0.635,0.601654,49.4583,0.30535,863,4157,5020,weekdays,Ideal,Juni,2011-06-13,567
165,2011-06-14,Musim Panas,2011,6,0,Selasa,1,Cerah,0.604167,0.591546,50.708299999999994,0.269283,727,4164,4891,weekdays,Ideal,Juni,2011-06-14,566
166,2011-06-15,Musim Panas,2011,6,0,Rabu,1,Cerah,0.626667,0.587754,47.1667,0.167912,769,4411,5180,weekdays,Ideal,Juni,2011-06-15,565
167,2011-06-16,Musim Panas,2011,6,0,Kamis,1,Mendung,0.628333,0.595346,68.8333,0.206471,545,3222,3767,weekdays,Lembab,Juni,2011-06-16,564
168,2011-06-17,Musim Panas,2011,6,0,Jumat,1,Cerah,0.649167,0.600383,73.5833,0.143029,863,3981,4844,weekdays,Lembab,Juni,2011-06-17,563
169,2011-06-18,Musim Panas,2011,6,0,Sabtu,0,Cerah,0.696667,0.643954,67.0417,0.119408,1807,3312,5119,weekend,Lembab,Juni,2011-06-18,562
170,2011-06-19,Musim Panas,2011,6,0,Minggu,0,Mendung,0.699167,0.645846,66.6667,0.102,1639,3105,4744,weekend,Lembab,Juni,2011-06-19,561
171,2011-06-20,Musim Panas,2011,6,0,Senin,1,Mendung,0.635,0.595346,74.625,0.155475,699,3311,4010,weekdays,Lembab,Juni,2011-06-20,560
172,2011-06-21,Musim Gugur,2011,6,0,Selasa,1,Mendung,0.680833,0.637646,77.0417,0.171025,774,4061,4835,weekdays,Lembab,Juni,2011-06-21,559
173,2011-06-22,Musim Gugur,2011,6,0,Rabu,1,Cerah,0.733333,0.693829,70.75,0.172262,661,3846,4507,weekdays,Lembab,Juni,2011-06-22,558
174,2011-06-23,Musim Gugur,2011,6,0,Kamis,1,Mendung,0.728333,0.693833,70.3333,0.238804,746,4044,4790,weekdays,Lembab,Juni,2011-06-23,557
175,2011-06-24,Musim Gugur,2011,6,0,Jumat,1,Cerah,0.724167,0.656583,57.3333,0.222025,969,4022,4991,weekdays,Ideal,Juni,2011-06-24,556
176,2011-06-25,Musim Gugur,2011,6,0,Sabtu,0,Cerah,0.695,0.643313,48.3333,0.209571,1782,3420,5202,weekend,Ideal,Juni,2011-06-25,555
177,2011-06-26,Musim Gugur,2011,6,0,Minggu,0,Cerah,0.68,0.637629,51.3333,0.0945333,1920,3385,5305,weekend,Ideal,Juni,2011-06-26,554
178,2011-06-27,Musim Gugur,2011,6,0,Senin,1,Mendung,0.6825,0.637004,65.8333,0.107588,854,3854,4708,weekdays,Lembab,Juni,2011-06-27,553
179,2011-06-28,Musim Gugur,2011,6,0,Selasa,1,Cerah,0.744167,0.692558,63.416700000000006,0.144283,732,3916,4648,weekdays,Ideal,Juni,2011-06-28,552
180,2011-06-29,Musim Gugur,2011,6,0,Rabu,1,Cerah,0.728333,0.654688,49.7917,0.261821,848,4377,5225,weekdays,Ideal,Juni,2011-06-29,551
181,2011-06-30,Musim Gugur,2011,6,0,Kamis,1,Cerah,0.696667,0.637008,43.416700000000006,0.185312,1027,4488,5515,weekdays,Kering,Juni,2011-06-30,550
182,2011-07-01,Musim Gugur,2011,7,0,Jumat,1,Cerah,0.7225,0.652162,39.625,0.102608,1246,4116,5362,weekdays,Kering,Juli,2011-07-01,549
183,2011-07-02,Musim Gugur,2011,7,0,Sabtu,0,Cerah,0.738333,0.667308,44.4583,0.115062,2204,2915,5119,weekend,Kering,Juli,2011-07-02,548
184,2011-07-03,Musim Gugur,2011,7,0,Minggu,0,Mendung,0.716667,0.668575,68.25,0.228858,2282,2367,4649,weekend,Lembab,Juli,2011-07-03,547
185,2011-07-04,Musim Gugur,2011,7,1,Senin,0,Mendung,0.726667,0.665417,63.7917,0.0814792,3065,2978,6043,weekdays,Ideal,Juli,2011-07-04,546
186,2011-07-05,Musim Gugur,2011,7,0,Selasa,1,Cerah,0.746667,0.696338,59.0417,0.126258,1031,3634,4665,weekdays,Ideal,Juli,2011-07-05,545
187,2011-07-06,Musim Gugur,2011,7,0,Rabu,1,Cerah,0.72,0.685633,74.33330000000001,0.149883,784,3845,4629,weekdays,Lembab,Juli,2011-07-06,544
188,2011-07-07,Musim Gugur,2011,7,0,Kamis,1,Cerah,0.75,0.686871,65.125,0.1592,754,3838,4592,weekdays,Lembab,Juli,2011-07-07,543
189,2011-07-08,Musim Gugur,2011,7,0,Jumat,1,Mendung,0.709167,0.670483,75.79169999999999,0.225129,692,3348,4040,weekdays,Lembab,Juli,2011-07-08,542
190,2011-07-09,Musim Gugur,2011,7,0,Sabtu,0,Cerah,0.733333,0.664158,60.9167,0.167912,1988,3348,5336,weekend,Ideal,Juli,2011-07-09,541
191,2011-07-10,Musim Gugur,2011,7,0,Minggu,0,Cerah,0.7475,0.690025,57.8333,0.183471,1743,3138,4881,weekend,Ideal,Juli,2011-07-10,540
192,2011-07-11,Musim Gugur,2011,7,0,Senin,1,Cerah,0.7625,0.729804,63.5833,0.282337,723,3363,4086,weekdays,Ideal,Juli,2011-07-11,539
193,2011-07-12,Musim Gugur,2011,7,0,Selasa,1,Cerah,0.794167,0.739275,55.9167,0.200254,662,3596,4258,weekdays,Ideal,Juli,2011-07-12,538
194,2011-07-13,Musim Gugur,2011,7,0,Rabu,1,Cerah,0.746667,0.689404,63.1667,0.146133,748,3594,4342,weekdays,Ideal,Juli,2011-07-13,537
195,2011-07-14,Musim Gugur,2011,7,0,Kamis,1,Cerah,0.680833,0.635104,47.625,0.240667,888,4196,5084,weekdays,Ideal,Juli,2011-07-14,536
196,2011-07-15,Musim Gugur,2011,7,0,Jumat,1,Cerah,0.663333,0.624371,59.12500000000001,0.182833,1318,4220,5538,weekdays,Ideal,Juli,2011-07-15,535
197,2011-07-16,Musim Gugur,2011,7,0,Sabtu,0,Cerah,0.686667,0.638263,58.5,0.208342,2418,3505,5923,weekend,Ideal,Juli,2011-07-16,534
198,2011-07-17,Musim Gugur,2011,7,0,Minggu,0,Cerah,0.719167,0.669833,60.4167,0.245033,2006,3296,5302,weekend,Ideal,Juli,2011-07-17,533
199,2011-07-18,Musim Gugur,2011,7,0,Senin,1,Cerah,0.746667,0.703925,65.125,0.215804,841,3617,4458,weekdays,Lembab,Juli,2011-07-18,532
200,2011-07-19,Musim Gugur,2011,7,0,Selasa,1,Cerah,0.776667,0.747479,65.0417,0.1306,752,3789,4541,weekdays,Lembab,Juli,2011-07-19,531
201,2011-07-20,Musim Gugur,2011,7,0,Rabu,1,Cerah,0.768333,0.74685,70.70830000000001,0.113817,644,3688,4332,weekdays,Lembab,Juli,2011-07-20,530
202,2011-07-21,Musim Gugur,2011,7,0,Kamis,1,Mendung,0.815,0.826371,69.125,0.222021,632,3152,3784,weekdays,Lembab,Juli,2011-07-21,529
203,2011-07-22,Musim Gugur,2011,7,0,Jumat,1,Cerah,0.848333,0.840896,58.0417,0.1331,562,2825,3387,weekdays,Ideal,Juli,2011-07-22,528
204,2011-07-23,Musim Gugur,2011,7,0,Sabtu,0,Cerah,0.849167,0.804287,50.0,0.131221,987,2298,3285,weekend,Ideal,Juli,2011-07-23,527
205,2011-07-24,Musim Gugur,2011,7,0,Minggu,0,Cerah,0.83,0.794829,55.0833,0.169171,1050,2556,3606,weekend,Ideal,Juli,2011-07-24,526
206,2011-07-25,Musim Gugur,2011,7,0,Senin,1,Cerah,0.743333,0.720958,75.7083,0.0908083,568,3272,3840,weekdays,Lembab,Juli,2011-07-25,525
207,2011-07-26,Musim Gugur,2011,7,0,Selasa,1,Cerah,0.771667,0.696979,54.0833,0.200258,750,3840,4590,weekdays,Ideal,Juli,2011-07-26,524
208,2011-07-27,Musim Gugur,2011,7,0,Rabu,1,Cerah,0.775,0.690667,40.291700000000006,0.183463,755,3901,4656,weekdays,Kering,Juli,2011-07-27,523
209,2011-07-28,Musim Gugur,2011,7,0,Kamis,1,Cerah,0.779167,0.7399,58.3333,0.178479,606,3784,4390,weekdays,Ideal,Juli,2011-07-28,522
210,2011-07-29,Musim Gugur,2011,7,0,Jumat,1,Cerah,0.838333,0.785967,54.25,0.174138,670,3176,3846,weekdays,Ideal,Juli,2011-07-29,521
211,2011-07-30,Musim Gugur,2011,7,0,Sabtu,0,Cerah,0.804167,0.728537,46.5833,0.168537,1559,2916,4475,weekend,Ideal,Juli,2011-07-30,520
212,2011-07-31,Musim Gugur,2011,7,0,Minggu,0,Cerah,0.805833,0.729796,48.0833,0.164813,1524,2778,4302,weekend,Ideal,Juli,2011-07-31,519
213,2011-08-01,Musim Gugur,2011,8,0,Senin,1,Cerah,0.771667,0.703292,55.0833,0.156717,729,3537,4266,weekdays,Ideal,Agustus,2011-08-01,518
214,2011-08-02,Musim Gugur,2011,8,0,Selasa,1,Cerah,0.783333,0.707071,49.125,0.20585,801,4044,4845,weekdays,Ideal,Agustus,2011-08-02,517
215,2011-08-03,Musim Gugur,2011,8,0,Rabu,1,Mendung,0.731667,0.679937,65.75,0.135583,467,3107,3574,weekdays,Lembab,Agustus,2011-08-03,516
216,2011-08-04,Musim Gugur,2011,8,0,Kamis,1,Mendung,0.71,0.664788,75.75,0.19715,799,3777,4576,weekdays,Lembab,Agustus,2011-08-04,515
217,2011-08-05,Musim Gugur,2011,8,0,Jumat,1,Cerah,0.710833,0.656567,63.083299999999994,0.184696,1023,3843,4866,weekdays,Ideal,Agustus,2011-08-05,514
218,2011-08-06,Musim Gugur,2011,8,0,Sabtu,0,Mendung,0.716667,0.676154,75.5,0.22825,1521,2773,4294,weekend,Lembab,Agustus,2011-08-06,513
219,2011-08-07,Musim Gugur,2011,8,0,Minggu,0,Cerah,0.7425,0.715292,75.29169999999999,0.201487,1298,2487,3785,weekend,Lembab,Agustus,2011-08-07,512
220,2011-08-08,Musim Gugur,2011,8,0,Senin,1,Cerah,0.765,0.703283,59.2083,0.192175,846,3480,4326,weekdays,Ideal,Agustus,2011-08-08,511
221,2011-08-09,Musim Gugur,2011,8,0,Selasa,1,Cerah,0.775,0.724121,57.04169999999999,0.151121,907,3695,4602,weekdays,Ideal,Agustus,2011-08-09,510
222,2011-08-10,Musim Gugur,2011,8,0,Rabu,1,Cerah,0.766667,0.684983,42.4167,0.200258,884,3896,4780,weekdays,Kering,Agustus,2011-08-10,509
223,2011-08-11,Musim Gugur,2011,8,0,Kamis,1,Cerah,0.7175,0.651521,42.375,0.164796,812,3980,4792,weekdays,Kering,Agustus,2011-08-11,508
224,2011-08-12,Musim Gugur,2011,8,0,Jumat,1,Cerah,0.708333,0.654042,41.5,0.125621,1051,3854,4905,weekdays,Kering,Agustus,2011-08-12,507
225,2011-08-13,Musim Gugur,2011,8,0,Sabtu,0,Mendung,0.685833,0.645858,72.9583,0.211454,1504,2646,4150,weekend,Lembab,Agustus,2011-08-13,506
226,2011-08-14,Musim Gugur,2011,8,0,Minggu,0,Mendung,0.676667,0.624388,81.75,0.222633,1338,2482,3820,weekend,Lembab,Agustus,2011-08-14,505
227,2011-08-15,Musim Gugur,2011,8,0,Senin,1,Cerah,0.665833,0.616167,71.20830000000001,0.208954,775,3563,4338,weekdays,Lembab,Agustus,2011-08-15,504
228,2011-08-16,Musim Gugur,2011,8,0,Selasa,1,Cerah,0.700833,0.645837,57.8333,0.236329,721,4004,4725,weekdays,Ideal,Agustus,2011-08-16,503
229,2011-08-17,Musim Gugur,2011,8,0,Rabu,1,Cerah,0.723333,0.666671,57.5417,0.143667,668,4026,4694,weekdays,Ideal,Agustus,2011-08-17,502
230,2011-08-18,Musim Gugur,2011,8,0,Kamis,1,Cerah,0.711667,0.662258,65.45830000000001,0.233208,639,3166,3805,weekdays,Lembab,Agustus,2011-08-18,501
231,2011-08-19,Musim Gugur,2011,8,0,Jumat,1,Mendung,0.685,0.633221,72.2917,0.139308,797,3356,4153,weekdays,Lembab,Agustus,2011-08-19,500
232,2011-08-20,Musim Gugur,2011,8,0,Sabtu,0,Cerah,0.6975,0.648996,67.41669999999999,0.104467,1914,3277,5191,weekend,Lembab,Agustus,2011-08-20,499
233,2011-08-21,Musim Gugur,2011,8,0,Minggu,0,Cerah,0.710833,0.675525,77.0,0.248754,1249,2624,3873,weekend,Lembab,Agustus,2011-08-21,498
234,2011-08-22,Musim Gugur,2011,8,0,Senin,1,Cerah,0.691667,0.638254,47.0,0.27675,833,3925,4758,weekdays,Ideal,Agustus,2011-08-22,497
235,2011-08-23,Musim Gugur,2011,8,0,Selasa,1,Cerah,0.640833,0.606067,45.5417,0.146763,1281,4614,5895,weekdays,Ideal,Agustus,2011-08-23,496
236,2011-08-24,Musim Gugur,2011,8,0,Rabu,1,Cerah,0.673333,0.630692,60.5,0.253108,949,4181,5130,weekdays,Ideal,Agustus,2011-08-24,495
237,2011-08-25,Musim Gugur,2011,8,0,Kamis,1,Mendung,0.684167,0.645854,77.1667,0.210833,435,3107,3542,weekdays,Lembab,Agustus,2011-08-25,494
238,2011-08-26,Musim Gugur,2011,8,0,Jumat,1,Cerah,0.7,0.659733,76.125,0.0839625,768,3893,4661,weekdays,Lembab,Agustus,2011-08-26,493
239,2011-08-27,Musim Gugur,2011,8,0,Sabtu,0,Mendung,0.68,0.635556,85.0,0.375617,226,889,1115,weekend,Lembab,Agustus,2011-08-27,492
240,2011-08-28,Musim Gugur,2011,8,0,Minggu,0,Cerah,0.707059,0.647959,56.1765,0.304659,1415,2919,4334,weekend,Ideal,Agustus,2011-08-28,491
241,2011-08-29,Musim Gugur,2011,8,0,Senin,1,Cerah,0.636667,0.607958,55.45830000000001,0.159825,729,3905,4634,weekdays,Ideal,Agustus,2011-08-29,490
242,2011-08-30,Musim Gugur,2011,8,0,Selasa,1,Cerah,0.639167,0.594704,54.833299999999994,0.125008,775,4429,5204,weekdays,Ideal,Agustus,2011-08-30,489
243,2011-08-31,Musim Gugur,2011,8,0,Rabu,1,Cerah,0.656667,0.611121,59.791700000000006,0.0833333,688,4370,5058,weekdays,Ideal,Agustus,2011-08-31,488
244,2011-09-01,Musim Gugur,2011,9,0,Kamis,1,Cerah,0.655,0.614921,63.916700000000006,0.141796,783,4332,5115,weekdays,Ideal,September,2011-09-01,487
245,2011-09-02,Musim Gugur,2011,9,0,Jumat,1,Mendung,0.643333,0.604808,72.70830000000001,0.139929,875,3852,4727,weekdays,Lembab,September,2011-09-02,486
246,2011-09-03,Musim Gugur,2011,9,0,Sabtu,0,Cerah,0.669167,0.633213,71.6667,0.185325,1935,2549,4484,weekend,Lembab,September,2011-09-03,485
247,2011-09-04,Musim Gugur,2011,9,0,Minggu,0,Cerah,0.709167,0.665429,74.20830000000001,0.206467,2521,2419,4940,weekend,Lembab,September,2011-09-04,484
248,2011-09-05,Musim Gugur,2011,9,1,Senin,0,Mendung,0.673333,0.625646,79.0417,0.212696,1236,2115,3351,weekdays,Lembab,September,2011-09-05,483
249,2011-09-06,Musim Gugur,2011,9,0,Selasa,1,Hujan Ringan,0.54,0.5152,88.6957,0.343943,204,2506,2710,weekdays,Lembab,September,2011-09-06,482
250,2011-09-07,Musim Gugur,2011,9,0,Rabu,1,Hujan Ringan,0.599167,0.544229,91.7083,0.0970208,118,1878,1996,weekdays,Lembab,September,2011-09-07,481
251,2011-09-08,Musim Gugur,2011,9,0,Kamis,1,Hujan Ringan,0.633913,0.555361,93.9565,0.192748,153,1689,1842,weekdays,Lembab,September,2011-09-08,480
252,2011-09-09,Musim Gugur,2011,9,0,Jumat,1,Mendung,0.65,0.578946,89.79169999999999,0.124379,417,3127,3544,weekdays,Lembab,September,2011-09-09,479
253,2011-09-10,Musim Gugur,2011,9,0,Sabtu,0,Cerah,0.66,0.607962,75.375,0.153608,1750,3595,5345,weekend,Lembab,September,2011-09-10,478
254,2011-09-11,Musim Gugur,2011,9,0,Minggu,0,Cerah,0.653333,0.609229,71.375,0.115054,1633,3413,5046,weekend,Lembab,September,2011-09-11,477
255,2011-09-12,Musim Gugur,2011,9,0,Senin,1,Cerah,0.644348,0.60213,69.2174,0.088913,690,4023,4713,weekdays,Lembab,September,2011-09-12,476
256,2011-09-13,Musim Gugur,2011,9,0,Selasa,1,Cerah,0.650833,0.603554,71.25,0.141804,701,4062,4763,weekdays,Lembab,September,2011-09-13,475
257,2011-09-14,Musim Gugur,2011,9,0,Rabu,1,Cerah,0.673333,0.6269,69.7083,0.1673,647,4138,4785,weekdays,Lembab,September,2011-09-14,474
258,2011-09-15,Musim Gugur,2011,9,0,Kamis,1,Mendung,0.5775,0.553671,70.9167,0.271146,428,3231,3659,weekdays,Lembab,September,2011-09-15,473
259,2011-09-16,Musim Gugur,2011,9,0,Jumat,1,Mendung,0.469167,0.461475,59.0417,0.164183,742,4018,4760,weekdays,Ideal,September,2011-09-16,472
260,2011-09-17,Musim Gugur,2011,9,0,Sabtu,0,Mendung,0.491667,0.478512,71.8333,0.189675,1434,3077,4511,weekend,Lembab,September,2011-09-17,471
261,2011-09-18,Musim Gugur,2011,9,0,Minggu,0,Cerah,0.5075,0.490537,69.5,0.178483,1353,2921,4274,weekend,Lembab,September,2011-09-18,470
262,2011-09-19,Musim Gugur,2011,9,0,Senin,1,Mendung,0.549167,0.529675,69.0,0.151742,691,3848,4539,weekdays,Lembab,September,2011-09-19,469
263,2011-09-20,Musim Gugur,2011,9,0,Selasa,1,Mendung,0.561667,0.532217,88.125,0.134954,438,3203,3641,weekdays,Lembab,September,2011-09-20,468
264,2011-09-21,Musim Gugur,2011,9,0,Rabu,1,Mendung,0.595,0.550533,90.0,0.0964042,539,3813,4352,weekdays,Lembab,September,2011-09-21,467
265,2011-09-22,Musim Gugur,2011,9,0,Kamis,1,Mendung,0.628333,0.554963,90.2083,0.128125,555,4240,4795,weekdays,Lembab,September,2011-09-22,466
266,2011-09-23,Musim Dingin,2011,9,0,Jumat,1,Mendung,0.609167,0.522125,97.25,0.0783667,258,2137,2395,weekdays,Lembab,September,2011-09-23,465
267,2011-09-24,Musim Dingin,2011,9,0,Sabtu,0,Mendung,0.606667,0.564412,86.25,0.0783833,1776,3647,5423,weekend,Lembab,September,2011-09-24,464
268,2011-09-25,Musim Dingin,2011,9,0,Minggu,0,Mendung,0.634167,0.572637,84.5,0.0503792,1544,3466,5010,weekend,Lembab,September,2011-09-25,463
269,2011-09-26,Musim Dingin,2011,9,0,Senin,1,Mendung,0.649167,0.589042,84.8333,0.1107,684,3946,4630,weekdays,Lembab,September,2011-09-26,462
270,2011-09-27,Musim Dingin,2011,9,0,Selasa,1,Mendung,0.636667,0.574525,88.5417,0.118171,477,3643,4120,weekdays,Lembab,September,2011-09-27,461
271,2011-09-28,Musim Dingin,2011,9,0,Rabu,1,Mendung,0.635,0.575158,84.875,0.148629,480,3427,3907,weekdays,Lembab,September,2011-09-28,460
272,2011-09-29,Musim Dingin,2011,9,0,Kamis,1,Cerah,0.616667,0.574512,69.91669999999999,0.172883,653,4186,4839,weekdays,Lembab,September,2011-09-29,459
273,2011-09-30,Musim Dingin,2011,9,0,Jumat,1,Cerah,0.564167,0.544829,64.75,0.206475,830,4372,5202,weekdays,Ideal,September,2011-09-30,458
274,2011-10-01,Musim Dingin,2011,10,0,Sabtu,0,Mendung,0.41,0.412863,75.375,0.292296,480,1949,2429,weekend,Lembab,Oktober,2011-10-01,457
275,2011-10-02,Musim Dingin,2011,10,0,Minggu,0,Mendung,0.356667,0.345317,79.1667,0.222013,616,2302,2918,weekend,Lembab,Oktober,2011-10-02,456
276,2011-10-03,Musim Dingin,2011,10,0,Senin,1,Mendung,0.384167,0.392046,76.0833,0.0833458,330,3240,3570,weekdays,Lembab,Oktober,2011-10-03,455
277,2011-10-04,Musim Dingin,2011,10,0,Selasa,1,Cerah,0.484167,0.472858,71.0,0.205854,486,3970,4456,weekdays,Lembab,Oktober,2011-10-04,454
278,2011-10-05,Musim Dingin,2011,10,0,Rabu,1,Cerah,0.538333,0.527138,64.79169999999999,0.17725,559,4267,4826,weekdays,Ideal,Oktober,2011-10-05,453
279,2011-10-06,Musim Dingin,2011,10,0,Kamis,1,Cerah,0.494167,0.480425,62.083299999999994,0.134954,639,4126,4765,weekdays,Ideal,Oktober,2011-10-06,452
280,2011-10-07,Musim Dingin,2011,10,0,Jumat,1,Cerah,0.510833,0.504404,68.41669999999999,0.0223917,949,4036,4985,weekdays,Lembab,Oktober,2011-10-07,451
281,2011-10-08,Musim Dingin,2011,10,0,Sabtu,0,Cerah,0.521667,0.513242,70.125,0.0454042,2235,3174,5409,weekend,Lembab,Oktober,2011-10-08,450
282,2011-10-09,Musim Dingin,2011,10,0,Minggu,0,Cerah,0.540833,0.523983,72.75,0.06345,2397,3114,5511,weekend,Lembab,Oktober,2011-10-09,449
283,2011-10-10,Musim Dingin,2011,10,1,Senin,0,Cerah,0.570833,0.542925,73.375,0.0423042,1514,3603,5117,weekdays,Lembab,Oktober,2011-10-10,448
284,2011-10-11,Musim Dingin,2011,10,0,Selasa,1,Mendung,0.566667,0.546096,80.875,0.143042,667,3896,4563,weekdays,Lembab,Oktober,2011-10-11,447
285,2011-10-12,Musim Dingin,2011,10,0,Rabu,1,Hujan Ringan,0.543333,0.517717,90.625,0.24815,217,2199,2416,weekdays,Lembab,Oktober,2011-10-12,446
286,2011-10-13,Musim Dingin,2011,10,0,Kamis,1,Mendung,0.589167,0.551804,89.6667,0.141787,290,2623,2913,weekdays,Lembab,Oktober,2011-10-13,445
287,2011-10-14,Musim Dingin,2011,10,0,Jumat,1,Mendung,0.550833,0.529675,71.625,0.223883,529,3115,3644,weekdays,Lembab,Oktober,2011-10-14,444
288,2011-10-15,Musim Dingin,2011,10,0,Sabtu,0,Cerah,0.506667,0.498725,48.3333,0.258083,1899,3318,5217,weekend,Ideal,Oktober,2011-10-15,443
289,2011-10-16,Musim Dingin,2011,10,0,Minggu,0,Cerah,0.511667,0.503154,48.6667,0.281717,1748,3293,5041,weekend,Ideal,Oktober,2011-10-16,442
290,2011-10-17,Musim Dingin,2011,10,0,Senin,1,Cerah,0.534167,0.510725,57.958299999999994,0.175379,713,3857,4570,weekdays,Ideal,Oktober,2011-10-17,441
291,2011-10-18,Musim Dingin,2011,10,0,Selasa,1,Mendung,0.5325,0.522721,70.1667,0.110087,637,4111,4748,weekdays,Lembab,Oktober,2011-10-18,440
292,2011-10-19,Musim Dingin,2011,10,0,Rabu,1,Hujan Ringan,0.541739,0.513848,89.52170000000001,0.243339,254,2170,2424,weekdays,Lembab,Oktober,2011-10-19,439
293,2011-10-20,Musim Dingin,2011,10,0,Kamis,1,Cerah,0.475833,0.466525,63.625,0.422275,471,3724,4195,weekdays,Ideal,Oktober,2011-10-20,438
294,2011-10-21,Musim Dingin,2011,10,0,Jumat,1,Cerah,0.4275,0.423596,57.4167,0.221396,676,3628,4304,weekdays,Ideal,Oktober,2011-10-21,437
295,2011-10-22,Musim Dingin,2011,10,0,Sabtu,0,Cerah,0.4225,0.425492,62.916700000000006,0.0926667,1499,2809,4308,weekend,Ideal,Oktober,2011-10-22,436
296,2011-10-23,Musim Dingin,2011,10,0,Minggu,0,Cerah,0.421667,0.422333,74.125,0.0995125,1619,2762,4381,weekend,Lembab,Oktober,2011-10-23,435
297,2011-10-24,Musim Dingin,2011,10,0,Senin,1,Cerah,0.463333,0.457067,77.2083,0.118792,699,3488,4187,weekdays,Lembab,Oktober,2011-10-24,434
298,2011-10-25,Musim Dingin,2011,10,0,Selasa,1,Cerah,0.471667,0.463375,62.291700000000006,0.166658,695,3992,4687,weekdays,Ideal,Oktober,2011-10-25,433
299,2011-10-26,Musim Dingin,2011,10,0,Rabu,1,Mendung,0.484167,0.472846,72.04169999999999,0.148642,404,3490,3894,weekdays,Lembab,Oktober,2011-10-26,432
300,2011-10-27,Musim Dingin,2011,10,0,Kamis,1,Mendung,0.47,0.457046,81.2917,0.197763,240,2419,2659,weekdays,Lembab,Oktober,2011-10-27,431
301,2011-10-28,Musim Dingin,2011,10,0,Jumat,1,Mendung,0.330833,0.318812,58.58330000000001,0.229479,456,3291,3747,weekdays,Ideal,Oktober,2011-10-28,430
302,2011-10-29,Musim Dingin,2011,10,0,Sabtu,0,Hujan Ringan,0.254167,0.227913,88.25,0.351371,57,570,627,weekend,Lembab,Oktober,2011-10-29,429
303,2011-10-30,Musim Dingin,2011,10,0,Minggu,0,Cerah,0.319167,0.321329,62.375,0.176617,885,2446,3331,weekend,Ideal,Oktober,2011-10-30,428
304,2011-10-31,Musim Dingin,2011,10,0,Senin,1,Cerah,0.34,0.356063,70.3333,0.10635,362,3307,3669,weekdays,Lembab,Oktober,2011-10-31,427
305,2011-11-01,Musim Dingin,2011,11,0,Selasa,1,Cerah,0.400833,0.397088,68.375,0.135571,410,3658,4068,weekdays,Lembab,November,2011-11-01,426
306,2011-11-02,Musim Dingin,2011,11,0,Rabu,1,Cerah,0.3775,0.390133,71.875,0.0820917,370,3816,4186,weekdays,Lembab,November,2011-11-02,425
307,2011-11-03,Musim Dingin,2011,11,0,Kamis,1,Cerah,0.408333,0.405921,70.20830000000001,0.136817,318,3656,3974,weekdays,Lembab,November,2011-11-03,424
308,2011-11-04,Musim Dingin,2011,11,0,Jumat,1,Mendung,0.403333,0.403392,62.25000000000001,0.271779,470,3576,4046,weekdays,Ideal,November,2011-11-04,423
309,2011-11-05,Musim Dingin,2011,11,0,Sabtu,0,Cerah,0.326667,0.323854,51.916700000000006,0.189062,1156,2770,3926,weekend,Ideal,November,2011-11-05,422
310,2011-11-06,Musim Dingin,2011,11,0,Minggu,0,Cerah,0.348333,0.362358,73.4583,0.0920542,952,2697,3649,weekend,Lembab,November,2011-11-06,421
311,2011-11-07,Musim Dingin,2011,11,0,Senin,1,Cerah,0.395,0.400871,75.875,0.057225,373,3662,4035,weekdays,Lembab,November,2011-11-07,420
312,2011-11-08,Musim Dingin,2011,11,0,Selasa,1,Cerah,0.408333,0.412246,72.16669999999999,0.0690375,376,3829,4205,weekdays,Lembab,November,2011-11-08,419
313,2011-11-09,Musim Dingin,2011,11,0,Rabu,1,Cerah,0.4,0.409079,75.83330000000001,0.0621958,305,3804,4109,weekdays,Lembab,November,2011-11-09,418
314,2011-11-10,Musim Dingin,2011,11,0,Kamis,1,Mendung,0.38,0.373721,81.3333,0.189067,190,2743,2933,weekdays,Lembab,November,2011-11-10,417
315,2011-11-11,Musim Dingin,2011,11,1,Jumat,0,Cerah,0.324167,0.306817,44.625,0.314675,440,2928,3368,weekdays,Kering,November,2011-11-11,416
316,2011-11-12,Musim Dingin,2011,11,0,Sabtu,0,Cerah,0.356667,0.357942,55.2917,0.212062,1275,2792,4067,weekend,Ideal,November,2011-11-12,415
317,2011-11-13,Musim Dingin,2011,11,0,Minggu,0,Cerah,0.440833,0.43055,45.8333,0.281721,1004,2713,3717,weekend,Ideal,November,2011-11-13,414
318,2011-11-14,Musim Dingin,2011,11,0,Senin,1,Cerah,0.53,0.524612,58.7083,0.306596,595,3891,4486,weekdays,Ideal,November,2011-11-14,413
319,2011-11-15,Musim Dingin,2011,11,0,Selasa,1,Mendung,0.53,0.507579,68.875,0.199633,449,3746,4195,weekdays,Lembab,November,2011-11-15,412
320,2011-11-16,Musim Dingin,2011,11,0,Rabu,1,Hujan Ringan,0.456667,0.451988,93.0,0.136829,145,1672,1817,weekdays,Lembab,November,2011-11-16,411
